scope,key,where,keep_exactly,en,nl,fr,de,es,it,en-US,sv
order-03-low,done_b,"Abandoned order 3 LOW value - +72h, 25% capped | done_b",,"If the timing is wrong, no harm done, and we will stop emailing you about it. Your basket stays where it is for whenever the job comes back around.","Als het moment niet klopt, geen probleem, dan stoppen we met mailen hierover. Je mandje blijft staan voor wanneer de klus terugkomt.","Si le moment n'est pas le bon, pas de souci, nous arrêterons de vous écrire à ce sujet. Votre panier reste en place pour quand le projet reviendra.","Wenn der Zeitpunkt nicht passt, kein Problem, dann hören wir damit auf. Ihr Warenkorb bleibt stehen, falls der Auftrag wiederkommt.","Si no es el momento, no pasa nada, dejaremos de escribirte sobre esto. Tu cesta se queda donde está para cuando el trabajo vuelva.","Se il momento non è quello giusto, nessun problema, smetteremo di scriverti. Il tuo carrello resta lì per quando il lavoro tornerà.",,
order-03-low,done_h,"Abandoned order 3 LOW value - +72h, 25% capped | done_h",,And that is us done,En daarmee zijn wij klaar,"Et voilà, c'est terminé de notre côté",Und damit sind wir durch,Y con esto terminamos,E con questo abbiamo finito,,
order-03-low,ends,"Abandoned order 3 LOW value - +72h, 25% capped | ends",&nbsp;,ends in 24&nbsp;hours,verloopt over 24&nbsp;uur,expire dans 24&nbsp;heures,läuft in 24&nbsp;Stunden ab,caduca en 24&nbsp;horas,scade tra 24&nbsp;ore,,
order-03-low,eyebrow,"Abandoned order 3 LOW value - +72h, 25% capped | small green line above the headline",,LAST CALL,LAATSTE KANS,DERNIER APPEL,LETZTER AUFRUF,ÚLTIMA LLAMADA,ULTIMA CHIAMATA,,
order-03-low,h1,"Abandoned order 3 LOW value - +72h, 25% capped | main headline",&nbsp; 25%,"25% off, for the next 24&nbsp;hours","25% korting, de komende 24&nbsp;uur","25% de remise, pendant les 24&nbsp;prochaines heures","25% Rabatt, für die nächsten 24&nbsp;Stunden","25% de descuento, durante las próximas 24&nbsp;horas","25% di sconto, per le prossime 24&nbsp;ore",,
order-03-low,ord.last_email_basket,"Abandoned order 3 LOW value - +72h, 25% capped | ord.last_email_basket",,This is the last email we will send about this basket.,Dit is de laatste e-mail die we over dit mandje sturen.,C'est le dernier e-mail que nous enverrons au sujet de ce panier.,"Das ist die letzte E-Mail, die wir zu diesem Warenkorb senden.",Este es el último correo que enviaremos sobre esta cesta.,Questa è l'ultima email che invieremo su questo carrello.,,
order-03-low,ord.terms_capped,"Abandoned order 3 LOW value - +72h, 25% capped | ord.terms_capped",@@CAP@@,"{bar}, up to @@CAP@@ off. One use per customer, and it cannot be combined with another code.","{bar}, tot maximaal @@CAP@@ korting. Eén keer te gebruiken per klant, en niet te combineren met een andere code.","{bar}, jusqu'à @@CAP@@ de remise. Une seule utilisation par client, et non cumulable avec un autre code.","{bar}, bis maximal @@CAP@@ Rabatt. Einmal pro Kunde einlösbar und nicht mit einem anderen Code kombinierbar.","{bar}, hasta @@CAP@@ de descuento. Un solo uso por cliente, y no combinable con otro código.","{bar}, fino a @@CAP@@ di sconto. Un solo utilizzo per cliente, e non cumulabile con un altro codice.",,
order-03-low,pre,"Abandoned order 3 LOW value - +72h, 25% capped | hidden preheader - the inbox snippet",25%,"25% off, and then we will leave your basket alone.","25% korting, en daarna laten we je mandje met rust.","25% de remise, et ensuite nous laisserons votre panier tranquille.","25% Rabatt, und danach lassen wir Ihren Warenkorb in Ruhe.","25% de descuento, y después dejaremos tu cesta en paz.","25% di sconto, e poi lasceremo in pace il tuo carrello.",,
order-03-low,q0b,"Abandoned order 3 LOW value - +72h, 25% capped | q0b",,"The code comes off at the last step, so you can look at the final number before you commit to it.","De code gaat er bij de laatste stap af, zodat je naar het eindbedrag kunt kijken voordat je je eraan vastlegt.","Le code s'applique à la dernière étape, vous pouvez donc regarder le montant final avant de vous engager.","Der Code wird im letzten Schritt abgezogen, so können Sie die Endsumme ansehen, bevor Sie sich festlegen.","El código se aplica en el último paso, así puedes ver el importe final antes de comprometerte.","Il codice si applica all'ultimo passaggio, così puoi vedere l'importo finale prima di impegnarti.",,
order-03-low,q1b,"Abandoned order 3 LOW value - +72h, 25% capped | q1b",,"Quantity, delivery date, artwork. Placing it now does not lock the details.","Aantal, leverdatum, ontwerp. Nu bestellen zet de details niet vast.","Quantité, date de livraison, visuel. Commander maintenant ne fige pas les détails.","Menge, Liefertermin, Druckdatei. Jetzt zu bestellen legt die Details nicht fest.","Cantidad, fecha de entrega, diseño. Pedir ahora no bloquea los detalles.","Quantità, data di consegna, file. Ordinare ora non blocca i dettagli.",,
order-03-low,q1h,"Abandoned order 3 LOW value - +72h, 25% capped | q1h",,Anything in the order can still change,Alles in de bestelling kan nog veranderen,Tout dans la commande peut encore changer,Alles an der Bestellung kann sich noch ändern,Todo en el pedido puede cambiar aún,Tutto nell'ordine può ancora cambiare,,
order-03-low,runs_out,"Abandoned order 3 LOW value - +72h, 25% capped | runs_out",&nbsp;,The code runs out in 24&nbsp;hours,De code verloopt over 24&nbsp;uur,Le code expire dans 24&nbsp;heures,Der Code läuft in 24&nbsp;Stunden ab,El código caduca en 24&nbsp;horas,Il codice scade tra 24&nbsp;ore,,
order-03-low,saving,"Abandoned order 3 LOW value - +72h, 25% capped | saving",,That is at least {amt} off.,Dat is minstens {amt} korting.,Cela fait au moins {amt} de remise.,Das sind mindestens {amt} Rabatt.,Eso son al menos {amt} de descuento.,Sono almeno {amt} di sconto.,,
order-03-low,sub,"Abandoned order 3 LOW value - +72h, 25% capped | line under the headline",,at checkout and save at least {amt}. This is the last email we will send about this basket.,bij het afrekenen en bespaar minstens {amt}. Dit is de laatste mail die we over dit mandje sturen.,au paiement et économisez au moins {amt}. C'est le dernier e-mail que nous enverrons à propos de ce panier.,"beim Checkout und sparen Sie mindestens {amt}. Das ist die letzte E-Mail, die wir zu diesem Warenkorb schicken.",en el pago y ahorra al menos {amt}. Este es el último correo que enviaremos sobre esta cesta.,al checkout e risparmia almeno {amt}. Questa è l'ultima email che manderemo su questo carrello.,,
order-03-low,terms,"Abandoned order 3 LOW value - +72h, 25% capped | terms",&euro; 25%,"25% off your basket, up to &euro;25 off. One use per customer, and it cannot be combined with another code.","25% korting op je mandje, tot &euro;25 korting. Eén keer per klant te gebruiken, en niet te combineren met een andere code.","25% de remise sur votre panier, jusqu'à &euro;25 de remise. Une utilisation par client, non cumulable avec un autre code.","25% Rabatt auf Ihren Warenkorb, bis zu &euro;25 Rabatt. Eine Verwendung pro Kunde, nicht mit einem anderen Code kombinierbar.","25% de descuento en tu cesta, hasta &euro;25 de descuento. Un uso por cliente, y no se puede combinar con otro código.","25% di sconto sul tuo carrello, fino a &euro;25 di sconto. Un utilizzo per cliente, non cumulabile con altri codici.",,
post-01-review,band_b,post-01-review | band_b,,Tell us before you rate us. Reply to this email and it reaches a print expert who can chase the order or put it right.,Zeg het ons voordat je ons beoordeelt. Antwoord op deze mail en je bericht komt bij een printexpert die de bestelling kan nazoeken of het recht kan zetten.,Dites-le-nous avant de nous noter. Répondez à cet e-mail : votre message arrive chez un expert qui peut relancer la commande ou corriger le tir.,"Sagen Sie es uns, bevor Sie uns bewerten. Antworten Sie auf diese E-Mail, dann landet sie bei einem Druckexperten, der die Bestellung nachverfolgen oder das Problem lösen kann.",Dínoslo antes de valorarnos. Responde a este correo y llegará a un experto en impresión que puede seguir el pedido o arreglarlo.,Diccelo prima di valutarci. Rispondi a questa email e arriverà a un esperto di stampa che può sollecitare l'ordine o sistemare le cose.,,
post-01-review,band_h,post-01-review | band_h,,"Still waiting, or something not right?","Nog aan het wachten, of klopt er iets niet?","Toujours en attente, ou quelque chose ne va pas ?","Warten Sie noch, oder stimmt etwas nicht?","¿Sigues esperando, o algo no está bien?","Stai ancora aspettando, o qualcosa non va?",,
post-01-review,eyebrow,post-01-review | small green line above the headline,,ABOUT A MINUTE,ONGEVEER EEN MINUUT,UNE MINUTE ENVIRON,ETWA EINE MINUTE,UN MINUTO APROXIMADAMENTE,CIRCA UN MINUTO,,
post-01-review,h1,post-01-review | main headline,,Would you tell other businesses how it went?,Wil je andere bedrijven vertellen hoe het ging?,Diriez-vous à d'autres entreprises comment ça s'est passé ?,"Erzählen Sie anderen Unternehmen, wie es gelaufen ist?",¿Le cuentas a otras empresas cómo fue?,Racconti ad altre aziende com'è andata?,,
post-01-review,hero_alt,post-01-review | hero_alt,,A printed flyer tucked under the wiper of a dark green car,Een bedrukte flyer onder de ruitenwisser van een donkergroene auto,Un flyer imprimé glissé sous l'essuie-glace d'une voiture vert foncé,Ein bedruckter Flyer unter dem Scheibenwischer eines dunkelgrünen Autos,Un flyer impreso bajo el limpiaparabrisas de un coche verde oscuro,Un volantino stampato sotto il tergicristallo di un'auto verde scuro,,
post-01-review,pre,post-01-review | hidden preheader - the inbox snippet,,"A minute on Trustpilot, if you can spare it.","Een minuutje op Trustpilot, als je die hebt.","Une minute sur Trustpilot, si vous en avez une.","Eine Minute auf Trustpilot, wenn Sie eine übrig haben.","Un minuto en Trustpilot, si lo tienes.","Un minuto su Trustpilot, se ce l'hai.",,
post-01-review,sub,post-01-review | line under the headline,,"A service review: how ordering went, how it turned up, and what we were like to deal with. It helps the next business work out who to print with, and it takes about a minute.","Een servicebeoordeling: hoe het bestellen ging, hoe het aankwam en hoe wij waren om mee te werken. Het helpt het volgende bedrijf kiezen waar ze laten drukken, en het kost ongeveer een minuut.","Un avis sur le service : comment s'est passée la commande, comment elle est arrivée, et comment nous avons été. Cela aide l'entreprise suivante à choisir son imprimeur, et ça prend environ une minute.","Eine Bewertung des Service: wie die Bestellung lief, wie sie ankam und wie die Zusammenarbeit war. Das hilft dem nächsten Unternehmen bei der Wahl der Druckerei und dauert etwa eine Minute.","Una opinión sobre el servicio: cómo fue el pedido, cómo llegó y cómo fue tratar con nosotros. Ayuda a la siguiente empresa a decidir con quién imprimir, y lleva más o menos un minuto.","Una recensione sul servizio: com'è andato l'ordine, com'è arrivato e come siamo stati da trattare. Aiuta l'azienda successiva a scegliere con chi stampare, e richiede circa un minuto.",,
post-02-reminder,band_b,post-02-reminder | band_b,,Tell us before you rate us. Reply to this email and it reaches a print expert who can put it right.,Zeg het ons voordat je ons beoordeelt. Antwoord op deze mail en je bericht komt bij een printexpert die het recht kan zetten.,Dites-le-nous avant de nous noter. Répondez à cet e-mail : votre message arrive chez un expert qui peut corriger le tir.,"Sagen Sie es uns, bevor Sie uns bewerten. Antworten Sie auf diese E-Mail, dann landet sie bei einem Druckexperten, der das Problem lösen kann.",Dínoslo antes de valorarnos. Responde a este correo y llegará a un experto en impresión que puede arreglarlo.,Diccelo prima di valutarci. Rispondi a questa email e arriverà a un esperto di stampa che può sistemare le cose.,,
post-02-reminder,band_h,post-02-reminder | band_h,,Something not right?,Klopt er iets niet?,Quelque chose ne va pas ?,Stimmt etwas nicht?,¿Algo no está bien?,Qualcosa non va?,,
post-02-reminder,eyebrow,post-02-reminder | small green line above the headline,,STILL A MINUTE,NOG STEEDS EEN MINUUT,TOUJOURS UNE MINUTE,IMMER NOCH EINE MINUTE,SIGUE SIENDO UN MINUTO,SEMPRE UN MINUTO,,
post-02-reminder,h1,post-02-reminder | main headline,&nbsp; &rsquo;,Nobody takes a printer&rsquo;s word for&nbsp;it,Niemand gelooft een drukker op zijn&nbsp;woord,Personne ne croit un imprimeur sur&nbsp;parole,Keiner glaubt einer Druckerei aufs&nbsp;Wort,Nadie se fía de la palabra de una&nbsp;imprenta,Nessuno crede a una tipografia sulla&nbsp;parola,,
